snapshot_ts_ist,platform,location,brand,is_own,brand_sku,size,pack,barcode,platform_product_id,listing_name,price,mrp,discount_pct,state,inventory,rating,merchant_id,note
2026-07-13T20:00:00+05:30,blinkit,DEMO-Mumbai,Azah,False,Azah Leak Proof Period Panty - Pack of 2,,Pack of 2,,555978,Azah Leak Proof Period Panty - Pack of 2,254.0,438.0,42.0,available,12,4.7,31719,
2026-07-13T21:00:00+05:30,blinkit,DEMO-Mumbai,Azah,False,Azah Leak Proof Period Panty - Pack of 2,,Pack of 2,,555978,Azah Leak Proof Period Panty - Pack of 2,254.0,438.0,42.0,available,12,4.7,31719,
2026-07-13T22:00:00+05:30,blinkit,DEMO-Mumbai,Azah,False,Azah Leak Proof Period Panty - Pack of 2,,Pack of 2,,555978,Azah Leak Proof Period Panty - Pack of 2,254.0,438.0,42.0,available,12,4.7,31719,
2026-07-13T08:00:00+05:30,blinkit,DEMO-Mumbai,Bumby,False,Bumby Ultra-Absorbent Disposable Period Panty,,Single,,747853,Bumby Ultra-Absorbent Disposable Period Panty,309.0,400.0,22.8,available,11,,31719,
2026-07-13T09:00:00+05:30,blinkit,DEMO-Mumbai,Bumby,False,Bumby Ultra-Absorbent Disposable Period Panty,,Single,,747853,Bumby Ultra-Absorbent Disposable Period Panty,309.0,400.0,22.8,available,11,,31719,
2026-07-13T10:00:00+05:30,blinkit,DEMO-Mumbai,Bumby,False,Bumby Ultra-Absorbent Disposable Period Panty,,Single,,747853,Bumby Ultra-Absorbent Disposable Period Panty,309.0,400.0,22.8,available,10,,31719,
2026-07-13T11:00:00+05:30,blinkit,DEMO-Mumbai,Bumby,False,Bumby Ultra-Absorbent Disposable Period Panty,,Single,,747853,Bumby Ultra-Absorbent Disposable Period Panty,309.0,400.0,22.8,available,9,,31719,
2026-07-13T12:00:00+05:30,blinkit,DEMO-Mumbai,Bumby,False,Bumby Ultra-Absorbent Disposable Period Panty,,Single,,747853,Bumby Ultra-Absorbent Disposable Period Panty,309.0,400.0,22.8,available,8,,31719,
2026-07-13T13:00:00+05:30,blinkit,DEMO-Mumbai,Bumby,False,Bumby Ultra-Absorbent Disposable Period Panty,,Single,,747853,Bumby Ultra-Absorbent Disposable Period Panty,309.0,400.0,22.8,available,7,,31719,
2026-07-13T14:00:00+05:30,blinkit,DEMO-Mumbai,Bumby,False,Bumby Ultra-Absorbent Disposable Period Panty,,Single,,747853,Bumby Ultra-Absorbent Disposable Period Panty,309.0,400.0,22.8,available,7,,31719,
2026-07-13T15:00:00+05:30,blinkit,DEMO-Mumbai,Bumby,False,Bumby Ultra-Absorbent Disposable Period Panty,,Single,,747853,Bumby Ultra-Absorbent Disposable Period Panty,309.0,400.0,22.8,available,7,,31719,
2026-07-13T16:00:00+05:30,blinkit,DEMO-Mumbai,Bumby,False,Bumby Ultra-Absorbent Disposable Period Panty,,Single,,747853,Bumby Ultra-Absorbent Disposable Period Panty,309.0,400.0,22.8,available,6,,31719,
2026-07-13T17:00:00+05:30,blinkit,DEMO-Mumbai,Bumby,False,Bumby Ultra-Absorbent Disposable Period Panty,,Single,,747853,Bumby Ultra-Absorbent Disposable Period Panty,309.0,400.0,22.8,available,6,,31719,
2026-07-13T18:00:00+05:30,blinkit,DEMO-Mumbai,Bumby,False,Bumby Ultra-Absorbent Disposable Period Panty,,Single,,747853,Bumby Ultra-Absorbent Disposable Period Panty,309.0,400.0,22.8,available,5,,31719,
2026-07-13T19:00:00+05:30,blinkit,DEMO-Mumbai,Bumby,False,Bumby Ultra-Absorbent Disposable Period Panty,,Single,,747853,Bumby Ultra-Absorbent Disposable Period Panty,309.0,400.0,22.8,available,4,,31719,
2026-07-13T20:00:00+05:30,blinkit,DEMO-Mumbai,Bumby,False,Bumby Ultra-Absorbent Disposable Period Panty,,Single,,747853,Bumby Ultra-Absorbent Disposable Period Panty,309.0,400.0,22.8,available,3,,31719,
2026-07-13T21:00:00+05:30,blinkit,DEMO-Mumbai,Bumby,False,Bumby Ultra-Absorbent Disposable Period Panty,,Single,,747853,Bumby Ultra-Absorbent Disposable Period Panty,309.0,400.0,22.8,available,2,,31719,
2026-07-13T22:00:00+05:30,blinkit,DEMO-Mumbai,Bumby,False,Bumby Ultra-Absorbent Disposable Period Panty,,Single,,747853,Bumby Ultra-Absorbent Disposable Period Panty,309.0,400.0,22.8,available,2,,31719,
2026-07-13T08:00:00+05:30,blinkit,DEMO-Mumbai,Caredone,False,Caredone Disposable Period Panty,,Single,,663257,Caredone Disposable Period Panty,175.0,499.0,64.9,available,6,4.53,31719,
2026-07-13T09:00:00+05:30,blinkit,DEMO-Mumbai,Caredone,False,Caredone Disposable Period Panty,,Single,,663257,Caredone Disposable Period Panty,175.0,499.0,64.9,available,6,4.53,31719,
2026-07-13T10:00:00+05:30,blinkit,DEMO-Mumbai,Caredone,False,Caredone Disposable Period Panty,,Single,,663257,Caredone Disposable Period Panty,175.0,499.0,64.9,available,6,4.53,31719,
2026-07-13T11:00:00+05:30,blinkit,DEMO-Mumbai,Caredone,False,Caredone Disposable Period Panty,,Single,,663257,Caredone Disposable Period Panty,175.0,499.0,64.9,available,5,4.53,31719,
2026-07-13T12:00:00+05:30,blinkit,DEMO-Mumbai,Caredone,False,Caredone Disposable Period Panty,,Single,,663257,Caredone Disposable Period Panty,175.0,499.0,64.9,available,5,4.53,31719,
2026-07-13T13:00:00+05:30,blinkit,DEMO-Mumbai,Caredone,False,Caredone Disposable Period Panty,,Single,,663257,Caredone Disposable Period Panty,175.0,499.0,64.9,available,5,4.53,31719,
2026-07-13T14:00:00+05:30,blinkit,DEMO-Mumbai,Caredone,False,Caredone Disposable Period Panty,,Single,,663257,Caredone Disposable Period Panty,175.0,499.0,64.9,available,4,4.53,31719,
2026-07-13T15:00:00+05:30,blinkit,DEMO-Mumbai,Caredone,False,Caredone Disposable Period Panty,,Single,,663257,Caredone Disposable Period Panty,175.0,499.0,64.9,available,3,4.53,31719,
2026-07-13T16:00:00+05:30,blinkit,DEMO-Mumbai,Caredone,False,Caredone Disposable Period Panty,,Single,,663257,Caredone Disposable Period Panty,175.0,499.0,64.9,available,3,4.53,31719,
2026-07-13T17:00:00+05:30,blinkit,DEMO-Mumbai,Caredone,False,Caredone Disposable Period Panty,,Single,,663257,Caredone Disposable Period Panty,175.0,499.0,64.9,available,3,4.53,31719,
2026-07-13T18:00:00+05:30,blinkit,DEMO-Mumbai,Caredone,False,Caredone Disposable Period Panty,,Single,,663257,Caredone Disposable Period Panty,175.0,499.0,64.9,available,2,4.53,31719,
2026-07-13T19:00:00+05:30,blinkit,DEMO-Mumbai,Caredone,False,Caredone Disposable Period Panty,,Single,,663257,Caredone Disposable Period Panty,175.0,499.0,64.9,available,1,4.53,31719,
2026-07-13T20:00:00+05:30,blinkit,DEMO-Mumbai,Caredone,False,Caredone Disposable Period Panty,,Single,,663257,Caredone Disposable Period Panty,175.0,499.0,64.9,out_of_stock,0,4.53,31719,
2026-07-13T21:00:00+05:30,blinkit,DEMO-Mumbai,Caredone,False,Caredone Disposable Period Panty,,Single,,663257,Caredone Disposable Period Panty,175.0,499.0,64.9,out_of_stock,0,4.53,31719,
2026-07-13T22:00:00+05:30,blinkit,DEMO-Mumbai,Caredone,False,Caredone Disposable Period Panty,,Single,,663257,Caredone Disposable Period Panty,175.0,499.0,64.9,available,10,4.53,31719,
2026-07-13T08:00:00+05:30,blinkit,DEMO-Mumbai,Carmesi,False,Carmesi Disposable Period Panty,,Single,,558771,Carmesi Disposable Period Panty,159.0,215.0,26.0,available,11,4.69,31719,
